col1,col2,col3,col4,Lon,Lat,col7,col8,col9,col10,col11
57,广珠北段,5,石基,113.4606,22.9558,,,,,
57,广珠北段,7,黄阁,113.4878,22.8495,,,,,
58,南二环,2,鱼窝头站,113.436378,22.85755,,,,,
58,南二环,3,鱼窝标识,-1,-1,,,,,
58,南二环,4,榄核站,113.3456,22.8648,,,,,
58,南二环,5,伦教站,113.2475,22.8678,,,,,
58,南二环,6,勒流站,113.188553,22.847173,,,,,
58,南二环,7,杏坛站,113.118983,22.83352,,,,,
58,南二环,8,龙江站,113.077,22.8387,,,,,
58,南二环,9,九江站,113.0217,22.8403,,,,,
59,街北高速,13,街口,113.5875549,23.51935479,,,,,
60,增莞高速,3,石头站,113.7703,23.1845,,,,,
60,增莞高速,5,增城站,113.7875,23.233,,,,,
61,沿江高速,1,黄埔主线,113.48748,23.09628,,,,,
61,沿江高速,3,黄埔匝道,-1,-1,,,,,
61,沿江高速,5,开发大道,113.5188961029,23.0994902553,,,,,
61,沿江高速,7,南岗,113.5468769073,23.0940229111,,,,,
61,沿江高速,9,麻涌,113.5567,23.0292,,,,,
61,沿江高速,11,洪梅,113.5967,22.9457,,,,,
61,沿江高速,15,沙田,113.6052,22.8887,,,,,
61,沿江高速,17,威远,113.6372,22.8121,,,,,
61,沿江高速,19,虎门,113.6977,22.7789,,,,,
61,沿江高速,21,长安,113.7296,22.7642,,,,,
63,常虎高速,2,常虎中心,113.8152779,22.86569461,,,,,
63,常虎高速,3,大岭山站,113.8406492,22.86760882,,,,,
63,常虎高速,5,罗田站,113.8621759415,22.859251049,,,,,
63,常虎高速,7,松山湖站,113.92832,22.88301167,,,,,
63,常虎高速,9,莞樟路站,113.9836809,22.91744326,,,,,
63,常虎高速,11,常平站,114.0167916,22.94185638,,,,,
63,常虎高速,15,东莞东站,114.0431714058,22.9545602167,,,,,
63,常虎高速,17,东深路站,114.0596822,22.957155,,,,,
63,常虎高速,19,虎门北,113.6753775,22.84726771,,,,,
64,渝湛高速,3,湛江站,110.2653764,21.31056923,,,,,
64,渝湛高速,7,沙坡站,110.2200367,21.34398667,,,,,
64,渝湛高速,9,洋青站,110.1296318,21.39041029,,,,,
64,渝湛高速,11,安铺站,110.0673666,21.45703181,,,,,
64,渝湛高速,13,仰塘站,109.9975564,21.52296226,,,,,
64,渝湛高速,17,高桥站,109.7239,21.6237,,,,,
64,渝湛高速,19,粤西站出,109.7613075,21.60766849,,,,,
64,渝湛高速,21,粤西站,109.7412,21.6115,,,,,
69,梅河高速,3,径南,115.9614498,24.1877324,,,,,
69,梅河高速,5,兴宁东,115.7930324,24.1278214,,,,,
69,梅河高速,7,兴宁西,115.746994,24.1038881,,,,,
69,梅河高速,9,五华北,115.6515296,24.0399085,,,,,
69,梅河高速,11,歧岭,115.4969,24.0605,,,,,
69,梅河高速,13,登云,115.3888952,24.0706776,,,,,
69,梅河高速,15,龙川东,115.290183,24.1020216,,,,,
69,梅河高速,17,龙川西,115.2309675,24.0811927,,,,,
70,水官高速,1,布龙,114.1002241,22.63508379,,,,,
70,水官高速,2,布澜,114.1235975,22.6417895,,,,,
70,水官高速,3,平沙,114.1521904,22.64372522,,,,,
70,水官高速,4,横坪,114.2033349,22.66612311,,,,,
70,水官高速,5,龙岗,114.2042068,22.68087108,,,,,
70,水官高速,6,神龙1,114.0900446,22.62143123,,,,,
70,水官高速,7,龙景,114.0867033,22.63313167,,,,,
70,水官高速,9,神龙2,114.0900446,22.62143123,,,,,
72,清连高速,3,清新,112.9218,23.8232,,,,,
72,清连高速,5,龙颈,112.9103,23.8441,,,,,
72,清连高速,7,禾云,112.9324,23.9243,,,,,
72,清连高速,9,浸潭,112.8549,24.08033,,,,,
72,清连高速,11,石潭,112.7647,24.1424,,,,,
72,清连高速,13,焦冲,112.6798,24.2606,,,,,
72,清连高速,15,杜步,112.6842,24.3558,,,,,
72,清连高速,17,阳山,112.6471,24.4525,,,,,
72,清连高速,19,黎埠,112.43452,24.55421,,,,,
72,清连高速,20,水足塘,112.3735,24.6243,,,,,
72,清连高速,22,连南,112.3298,24.7387,,,,,
72,清连高速,23,连州,112.3517,24.7879,,,,,
72,清连高速,25,保安,112.429,24.9079,,,,,
72,清连高速,27,星子,112.551,25.0004,,,,,
72,清连高速,29,大路边,112.634,25.0402,,,,,
72,清连高速,31,凤头岭,112.6977,25.0574,,,,,
73,粤赣高速,5,粤赣,114.9608,24.6764,,,,,
73,粤赣高速,7,上陵,114.9635386,24.6088067,,,,,
73,粤赣高速,9,和平,114.9112683,24.45197834,,,,,
73,粤赣高速,11,合水,114.91029,24.36305811,,,,,
73,粤赣高速,13,大湖,114.8492941,24.24689314,,,,,
73,粤赣高速,15,忠信,114.7848305,24.16402844,,,,,
73,粤赣高速,17,灯塔,114.8041134,24.02368915,,,,,
73,粤赣高速,21,东源,114.7226987,23.81121254,,,,,
73,粤赣高速,23,城北,114.672971,23.75351107,,,,,
73,粤赣高速,24,河源站,114.6620575,23.71565322,,,,,
73,粤赣高速,25,城南,114.6620418,23.66842623,,,,,
74,韶赣高速,3,乐村坪,113.6088378,24.72950513,,,,,
74,韶赣高速,5,韶关东,113.6389766,24.78460127,,,,,
74,韶赣高速,7,大塘,113.7352593,24.85824243,,,,,
74,韶赣高速,9,丹霞,113.8050279,24.94934709,,,,,
74,韶赣高速,11,总甫,113.9313,24.9911,,,,,
74,韶赣高速,15,始兴北,114.0626869,24.96715505,,,,,
74,韶赣高速,17,马市,114.1529,25.0153,,,,,
74,韶赣高速,19,南雄,114.2839,25.1476,,,,,
74,韶赣高速,21,珠玑,114.3486807,25.1841434,,,,,
74,韶赣高速,23,梅岭,114.3686681,25.28978891,,,,,
74,韶赣高速,25,梅关主线,114.3606382,25.30487761,,,,,
75,龙大高速,1,朗田站,113.9661,22.6906,,,,,
75,龙大高速,2,石龙仔站,113.9604,22.7001,,,,,
75,龙大高速,4,光明站,113.9214,22.7548,,,,,
75,龙大高速,5,楼村站,113.91131,22.78748,,,,,
75,龙大高速,6,松岗站,113.880311,22.820942,,,,,
75,龙大高速,7,罗田站,-1,-1,,,,,
76,广园高速,4,新塘站,113.5676050186,23.1276721663,,,,,
76,广园高速,5,新新站,113.591648,23.136465,,,,,
76,广园高速,6,中新站,113.602968,23.143538,,,,,
76,广园高速,7,荔新站,113.6125,23.1429,,,,,
76,广园高速,8,塘美站,113.6275,23.147,,,,,
76,广园高速,9,新沙站,113.6482,23.1458,,,,,
76,广园高速,10,沙埔站,113.6794,23.1558,,,,,
76,广园高速,11,仙村站,113.70269,23.16456,,,,,
76,广园高速,12,广园大桥,113.71537,23.15301,,,,,
76,广园高速,14,仓头站,113.5494,23.1269,,,,,
78,天汕高速,3,新铺,116.1704086,24.53543847,,,,,
78,天汕高速,5,蕉岭南,116.161877,24.62017356,,,,,
78,天汕高速,7,文福,116.1785746,24.69761562,,,,,
78,天汕高速,9,广福,116.1805491,24.82924473,,,,,
78,天汕高速,11,广福主线,116.1932245,24.84416437,,,,,
79,汕揭高速,3,埔田,116.4012814,23.60977617,,,,,
79,汕揭高速,5,云路,116.4873349,23.59114076,,,,,
79,汕揭高速,7,登岗,116.5531519,23.54725245,,,,,
79,汕揭高速,9,沙溪,116.5892732,23.49276669,,,,,
79,汕揭高速,13,月浦,116.6840235,23.42869948,,,,,
79,汕揭高速,15,泰山,-1,-1,,,,,
80,江珠高速,1,礼乐,113.136027,22.518506,,,,,
80,江珠高速,2,睦州,113.170053,22.464599,,,,,
80,江珠高速,3,莲洲A,-1,-1,,,,,
80,江珠高速,4,莲洲B,-1,-1,,,,,
80,江珠高速,5,斗门,113.296444416,22.2637996303,,,,,
80,江珠高速,6,珠海西,113.3739280701,22.1829543076,,,,,
82,湛徐高速,1,麻章,110.2242667,21.25680167,,,,,
82,湛徐高速,3,城月,110.1014767,21.13399333,,,,,
82,湛徐高速,5,雷州,110.0343271,20.99819418,,,,,
82,湛徐高速,7,雷城,110.0074683,20.91119333,,,,,
82,湛徐高速,9,松竹,110.0105517,20.83026,,,,,
82,湛徐高速,11,龙门,109.9937133,20.69921333,,,,,
82,湛徐高速,13,英利,110.04733,20.55713833,,,,,
82,湛徐高速,15,下桥,110.0963817,20.45153,,,,,
82,湛徐高速,17,徐城,110.1233731,20.39111236,,,,,
83,虎岗高速,3,樟木头站,114.118173,22.94796026,,,,,
83,虎岗高速,5,谢岗站,114.1752412,22.95279695,,,,,
84,潮莞高速,3,大岭站,114.6376562119,23.0085692575,,,,,
84,潮莞高速,5,良井站,114.557872,22.984655,,,,,
84,潮莞高速,7,三栋站,114.459498,22.968885,,,,,
84,潮莞高速,9,镇隆站,114.3153190613,22.9663753042,,,,,
84,潮莞高速,11,沥林站,114.2617,22.962,,,,,
85,云梧高速,3,云安,111.9904017,23.00978167,,,,,
85,云梧高速,4,高村站,111.8777,22.9686,,,,,
85,云梧高速,5,连滩,111.763545,22.98839833,,,,,
85,云梧高速,7,建城,111.564015,23.12529167,,,,,
85,云梧高速,9,郁南,111.5045317,23.22962,,,,,
85,云梧高速,11,平台,111.393402,23.27277275,,,,,
85,云梧高速,13,宋桂,111.77561,22.88061333,,,,,
85,云梧高速,15,双东,111.6193,22.7923,,,,,
85,云梧高速,17,附城,111.3981,22.8193,,,,,
85,云梧高速,19,榃滨,111.404318,22.81912775,,,,,
85,云梧高速,21,榃滨主线,111.401834,22.81851433,,,,,
86,江肇高速,3,蓬江主线,113.0219357,22.61448391,,,,,
86,江肇高速,5,杜阮北,113.0127162,22.62237446,,,,,
86,江肇高速,7,棠下,112.9914438,22.65466719,,,,,
86,江肇高速,9,桃源,112.9355816,22.74536183,,,,,
86,江肇高速,11,龙口,112.8839416,22.76817208,,,,,
86,江肇高速,13,杨和,112.8072433,22.82376333,,,,,
86,江肇高速,15,人和,112.7294989,22.8450673,,,,,
86,江肇高速,19,回龙,112.6850143,22.97967108,,,,,
86,江肇高速,21,沙浦站,112.6777325,23.13806152,,,,,
86,江肇高速,25,大沙,112.7087888,23.26329909,,,,,
86,江肇高速,27,四会,112.7414817,23.30834833,,,,,
87,阳阳高速,3,阳江港,-1,-1,,,,,
87,阳阳高速,5,高新区,-1,-1,,,,,
87,阳阳高速,7,平冈,111.8740183,21.82127333,,,,,
87,阳阳高速,9,双捷,111.7938167,21.93776167,,,,,
87,阳阳高速,11,岗美,111.7807533,22.04721333,,,,,
87,阳阳高速,13,阳春南,111.745345,22.09539,,,,,
87,阳阳高速,15,阳春西,111.712825,22.15795667,,,,,
88,广河广州,1,八斗互通,-1,-1,,,,,
88,广河广州,2,八斗站,113.452643,23.258111,,,,,
88,广河广州,3,九龙站,113.5603,23.2977,,,,,
88,广河广州,4,中新站,113.6215,23.3455,,,,,
88,广河广州,5,二龙站,113.7353,23.3862,,,,,
88,广河广州,6,腊圃站,113.79,23.4035,,,,,
88,广河广州,7,正果站,113.8691,23.4273,,,,,
89,广河惠州,3,永汉站　,113.9921203,23.56282025,,,,,
89,广河惠州,5,沙迳站　,114.1020134,23.60366825,,,,,
89,广河惠州,7,龙华站　,114.1742914,23.60497752,,,,,
89,广河惠州,9,路溪站　,114.2770612,23.57562705,,,,,
89,广河惠州,11,公庄站　,114.3927917,23.50660103,,,,,
89,广河惠州,13,石坝北站,114.509136,23.51914545,,,,,
90,二广高速,3,朱岗,112.256044,25.046039,,,,,
90,二广高速,5,丰阳,112.263527,25.03136,,,,,
90,二广高速,7,东陂,112.287971,24.983171,,,,,
90,二广高速,9,西岸,112.2989,24.918,,,,,
90,二广高速,11,连南,112.2785,24.7442,,,,,
90,二广高速,13,太保,112.222067,24.6989,,,,,
90,二广高速,15,连山,112.1004,24.5683,,,,,
90,二广高速,17,福堂,112.096,24.4183,,,,,
90,二广高速,19,小三江,112.1277,24.2579,,,,,
90,二广高速,21,泰来,112.129,24.1193,,,,,
90,二广高速,23,怀集西,112.140218,23.90835,,,,,
90,二广高速,25,冷坑,112.068992,23.963292,,,,,
90,二广高速,27,梁村,112.017518,23.965185,,,,,
90,二广高速,29,岗坪,111.944881,23.981704,,,,,
91,梅大高速,3,西阳,116.2000376,24.2801291,,,,,
91,梅大高速,5,丙村,116.2755706,24.347927,,,,,
91,梅大高速,7,三乡,116.3691001,24.3322369,,,,,
91,梅大高速,9,大麻,116.5295799,24.3553006,,,,,
91,梅大高速,11,大埔,116.5902,24.4024,,,,,
102,增从高速,1,增城站,113.8460683,23.31431833,,,,,
102,增从高速,2,正果南站,113.8524619,23.37240998,,,,,
102,增从高速,3,小楼站,113.8306342,23.39646056,,,,,
102,增从高速,4,派潭站,113.768368,23.46338321,,,,,
102,增从高速,5,灌村站,113.7220998,23.57832652,,,,,
102,增从高速,6,桃园站,113.7002872,23.62340512,,,,,
102,增从高速,7,温泉站,113.6661476,23.64525953,,,,,
102,增从高速,8,双凤站,113.6712017,23.50880167,,,,,
102,增从高速,9,街口站,113.5825807,23.51973929,,,,,
102,增从高速,10,街口主线,113.574655,23.52398,,,,,
104,珠海支线,1,南屏主线,-1,-1,,,,,
105,博深高速,1,义和,114.1860723,23.14055456,,,,,
105,博深高速,4,潼湖,114.1937904,23.07801655,,,,,
105,博深高速,5,军垦农场,114.1871426,23.0397186,,,,,
105,博深高速,6,沥林北,114.1968454,22.99458092,,,,,
105,博深高速,7,沥林西,114.26778,22.962187,,,,,
105,博深高速,9,约场,114.2327254,22.81985409,,,,,
105,博深高速,12,官井头,114.2050834,22.73866881,,,,,
105,博深高速,13,杨岗,114.2037820816,22.7183193956,,,,,
105,博深高速,14,凤岗,114.185125,22.67922,,,,,
106,沿江深圳,1,前海,113.8782,22.5344,,,,,
106,沿江深圳,3,西乡南,113.860272,22.56024,,,,,
106,沿江深圳,5,大铲湾,113.8351,22.5792,,,,,
106,沿江深圳,7,西乡北,113.8516,22.5657,,,,,
106,沿江深圳,9,福永,113.7688,22.6762,,,,,
107,清平二期,1,富安,114.1002942,22.68417357,,,,,
107,清平二期,2,金龙,114.0989038,22.70853252,,,,,
108,肇花高速,1,大旺北,112.8235,23.3456,,,,,
108,肇花高速,2,北江西,112.8807,23.3818,,,,,
108,肇花高速,3,北江东,112.9108,23.3871,,,,,
108,肇花高速,4,大塘,112.9467,23.412,,,,,
108,肇花高速,5,国泰,113.0107,23.4482,,,,,
108,肇花高速,6,三坑,113.0546,23.4437,,,,,
108,肇花高速,7,马岭,113.1135,23.4637,,,,,
108,肇花高速,8,钟屋,113.1497,23.4786,,,,,
108,肇花高速,9,六花岗,113.2076,23.4854,,,,,
108,肇花高速,10,芙蓉嶂,113.2399,23.4952,,,,,
108,肇花高速,11,红群站,113.2782,23.4787,,,,,
109,广乐高速,1,坪石西,112.999435,25.26943,,,,,
109,广乐高速,3,梅花北,113.097885,25.237887,,,,,
109,广乐高速,5,乐昌,113.3232,25.0827,,,,,
109,广乐高速,7,杨溪,113.3911,25.0038,,,,,
109,广乐高速,9,乳源东,113.413687,24.899438,,,,,
109,广乐高速,11,白土,113.4867,24.6815,,,,,
109,广乐高速,13,乌石,113.586314,24.603497,,,,,
109,广乐高速,15,樟市,113.570502,24.559561,,,,,
109,广乐高速,17,重阳,113.477929,24.878625,,,,,
109,广乐高速,19,糖寮,113.525816,24.869281,,,,,
109,广乐高速,21,犁市,113.560645,24.870878,,,,,
109,广乐高速,23,良村,113.622689,24.852173,,,,,
109,广乐高速,25,沙口,113.513315,24.423004,,,,,
109,广乐高速,27,英红,113.39095,24.329827,,,,,
109,广乐高速,29,英德,113.358548,24.180353,,,,,
109,广乐高速,31,连江口,113.303709,24.067374,,,,,
109,广乐高速,33,黎溪,113.216119,23.950123,,,,,
109,广乐高速,35,高田,113.18009,23.813295,,,,,
109,广乐高速,37,江口,113.217941,23.711525,,,,,
109,广乐高速,39,源潭,113.231785,23.651412,,,,,
109,广乐高速,41,王子山,113.2493,23.5993,,,,,
109,广乐高速,43,梯面,113.302001,23.555108,,,,,
109,广乐高速,45,花城,113.3037,23.4878,,,,,
110,包茂高速,5,朱砂,110.967064,22.555102,,,,,
110,包茂高速,7,信宜北,110.968705,22.410593,,,,,
110,包茂高速,9,信宜,110.957296,22.313059,,,,,
110,包茂高速,11,信宜南,110.931412,22.25361,,,,,
110,包茂高速,13,东岸,110.939472,22.105815,,,,,
110,包茂高速,15,曹江,110.927333,21.953161,,,,,
110,包茂高速,17,高州,110.928524,21.908123,,,,,
110,包茂高速,19,泗水,110.941123,21.835753,,,,,
110,包茂高速,21,分界,-1,-1,,,,,
110,包茂高速,23,茂名东,110.92871,21.643051,,,,,
110,包茂高速,25,茂名电白,111.032194,21.618859,,,,,
111,广惠延线,3,亚婆角,114.751142,22.81290306,,,,,
111,广惠延线,7,巽寮湾,114.7676421,22.75446952,,,,,
112,广明佛山,2,仙涌,113.1966662407,22.9819230181,,,,,
112,广明佛山,3,罗格,113.011812,22.991054,,,,,
112,广明佛山,4,下安,112.9706,22.9997,,,,,
112,广明佛山,5,西樵,112.9286,22.9836,,,,,
114,梅大东延,13,茶阳,116.4254783,24.2935336,,,,,
114,梅大东延,15,茶阳省界,116.4230586,24.2939888,,,,,
115,揭博高速,1,龙潭,115.9567,23.4442,,,,,
115,揭博高速,3,揭西,115.8543,23.4767,,,,,
115,揭博高速,5,棉洋,115.6702,23.5999,,,,,
115,揭博高速,7,华阳,115.5154,23.613,,,,,
115,揭博高速,9,水墩,115.4042,23.5851,,,,,
115,揭博高速,11,紫金东,115.2251,23.575,,,,,
115,揭博高速,13,紫金西,115.1147,23.5909,,,,,
115,揭博高速,15,九和,115.0669,23.5153,,,,,
115,揭博高速,17,蓝塘,114.9425,23.5028,,,,,
115,揭博高速,19,义容,114.8556,23.5008,,,,,
115,揭博高速,21,古竹,114.7098,23.5452,,,,,
115,揭博高速,23,蓝田,114.6528,23.5357,,,,,
116,潮惠高速,7,凤江站,116.07,23.28,,,,,
116,潮惠高速,8,灰寨站,116.03,23.26,,,,,
116,潮惠高速,9,大溪站,115.56,23.2,,,,,
116,潮惠高速,10,河婆站,115.51,23.24,,,,,
116,潮惠高速,11,陆河东站,115.41,23.18,,,,,
117,江罗高速,11,新兴,112.235,22.744,,,,,
117,江罗高速,13,东成,112.311,22.715,,,,,
117,江罗高速,15,稔村,112.387,22.716,,,,,
118,惠大高速,1,长湖站,114.5238,23.1875,,,,,
118,惠大高速,3,水口站,114.532,23.125,,,,,
118,惠大高速,5,惠州东站,114.4834,23.0585,,,,,
118,惠大高速,7,沙澳站,114.4586,23.0245,,,,,
118,惠大高速,9,数码园站,114.476,22.9759,,,,,
118,惠大高速,11,永和站,114.4953,22.9227,,,,,
118,惠大高速,13,淡水东站,114.5032,22.8415,,,,,
118,惠大高速,15,新桥站,114.5064,22.7915,,,,,
118,惠大高速,17,惠州港站,114.5207,22.7609,,,,,
119,广明广州,2,双岗站,113.4154067,23.00469667,,,,,
119,广明广州,3,朱山岗站,113.3616417,22.98984667,,,,,
119,广明广州,4,隔岗站,113.3323133,22.98174667,,,,,
119,广明广州,5,钟村,113.2904667,22.96705333,,,,,
120,大广高速,1,九连山,114.1744444,24.5125,,,,,
120,大广高速,3,上坪,114.5877778,24.4883333,,,,,
120,大广高速,5,连平北,114.5852778,24.4963889,,,,,
120,大广高速,7,连平南,114.4794444,24.3208333,,,,,
120,大广高速,9,隆街,114.3722222,24.2336111,,,,,
120,大广高速,11,马头,114.3016667,24.1230556,,,,,
120,大广高速,13,新丰,114.1744444,24.0197222,,,,,
120,大广高速,15,地派,114,23.8477778,,,,,
120,大广高速,17,吕田,113.9294444,23.8303333,,,,,
120,大广高速,19,良口,113.7133333,23.7261111,,,,,
120,大广高速,21,米埗,113.6597222,23.6972222,,,,,
120,大广高速,23,温泉,113.6608333,23.6405556,,,,,
120,大广高速,25,从化北,113.5508333,23.5658333,,,,,
120,大广高速,27,从化,113.5508333,23.5658333,,,,,
121,平兴高速,1,八尺主线,-1,-1,,,,,
121,平兴高速,2,五指石,-1,-1,,,,,
121,平兴高速,3,河头,-1,-1,,,,,
121,平兴高速,4,平远,115.8724,24.5698,,,,,
121,平兴高速,5,石正,115.8657,24.5068,,,,,
121,平兴高速,6,梅西,115.8421,24.4519,,,,,
121,平兴高速,7,黄陂,115.722,24.4063,,,,,
121,平兴高速,8,大坪,115.6731,24.3202,,,,,
121,平兴高速,9,教礼,115.6522,24.263,,,,,
121,平兴高速,10,叶塘,115.6502,24.1861,,,,,
121,平兴高速,11,新陂,115.6626,24.1345,,,,,
