gid,osm_id,source,x1,y1,target,x2,y2,length_m
12,32559474,16608,114.1893168,22.3838967,69827,114.1892404,22.3838244,11.2250364852154
14,40101343,58110,113.1930905,23.1440722,62977,113.1930824,23.1439349,15.2280411116529
15,40954707,45473,114.0272487,22.5288852,62240,114.0279943,22.5284814,88.7859609105074
17,45664291,26518,114.1241153,22.5413141,73710,114.1231532,22.5405549,129.85621421409
25,49214123,66753,113.4156308,23.3873192,60934,113.4156361,23.3869973,35.6543665707492
44,89141484,48671,114.1459995,22.2887491,40218,114.1475739,22.2886077,162.998627792628
65,103511002,89955,114.3821475,23.2032889,16285,114.3821043,23.2034764,21.2307222733155
101,155865596,54963,113.4303896,22.7598917,15378,113.4298932,22.7599249,51.1141478268585
102,156183685,58352,112.5390483,24.9984154,42224,112.5377333,24.9971775,190.857237776055
105,157650268,64869,114.0842601,22.5376136,42950,114.0829288,22.5375451,137.158663332185
119,166637321,97010,117.3794392,23.8901274,68869,117.3804431,23.8898236,107.630051929221
126,40932651,68171,114.0126238,22.5310811,95911,114.0128902,22.5300803,114.164292211368
136,54675542,12424,113.5989279,23.5298029,9622,113.5985618,23.5295158,49.0785674344934
150,100447844,30697,114.1389645,22.3370852,41735,114.1387226,22.3371497,25.9230115915099
175,156183816,20109,112.5412409,24.9967696,85326,112.5417552,24.9963429,70.21283333193
187,4338869,93141,114.1629391,22.2486133,37051,114.1638152,22.2484774,91.5547102673312
188,4338869,37051,114.1638152,22.2484774,5057,114.1643441,22.2484039,55.1238677867188
202,5020538,86512,114.1783817,22.3048118,5833,114.1783089,22.30447,38.5852065242357
219,9470917,18726,115.9651166,22.9688159,93676,115.9593921,23.082455,12701.1860295079
220,16278486,20251,114.1564651,22.2851568,62955,114.1565455,22.2849803,21.254390094334
222,16281867,75828,114.1609714,22.2819221,92237,114.1616972,22.281742,77.4118327353513
223,16281867,92237,114.1616972,22.281742,4200,114.1622539,22.2815888,59.8277383895435
224,16281867,4200,114.1622539,22.2815888,26648,114.1624976,22.281519,26.2774577079047
249,22732384,40068,114.18039,22.270548,95883,114.1802328,22.2713619,91.6358640486401
263,22323341,41628,114.1907139,22.2851243,44910,114.1908477,22.2851292,13.799357503728
279,22323341,78684,114.1902535,22.2850849,41628,114.1907139,22.2851243,47.6464517971462
316,23143626,53549,114.2347446,22.3051998,72186,114.2344287,22.3012981,490.24207300004
325,22371280,92661,114.0703351,22.366378,4434,114.0780554,22.3677508,1175.84107380219
389,23298496,91019,114.179124,22.253327,40068,114.18039,22.270548,1921.27167583251
426,23349951,68930,114.2500491,22.3208822,81186,114.2426843,22.3171082,868.235445074746
427,23349952,81186,114.2426843,22.3171082,86618,114.2411147,22.3159827,204.25588826705
428,23349960,29366,114.2301766,22.3099443,86613,114.2304759,22.3097468,37.806601757251
466,23358342,13602,114.1109178,22.3482155,32445,114.0957305,22.3446514,1655.69624827805
467,23368089,81447,114.2606295,22.3156374,82852,114.264098,22.313244,445.073431042762
468,23368093,92256,114.2324719,22.3077038,8293,114.2319155,22.3083116,88.4554029803309
548,23632768,58584,114.1605643,22.2483121,93141,114.1629391,22.2486133,252.087329405625
626,23737298,55533,116.9959354,23.6516131,56251,116.9943302,23.651608,163.771283477152
640,23737297,62905,117.0189639,23.657789,79452,117.0163553,23.6560908,325.950492096406
641,23737298,79452,117.0163553,23.6560908,45698,117.0136723,23.6543537,334.581023860821
642,23737298,45698,117.0136723,23.6543537,92107,117.0034513,23.651619,1107.48708808284
643,23737298,92107,117.0034513,23.651619,95616,117.0029917,23.6516269,46.8983063676977
644,23737298,95616,117.0029917,23.6516269,362,117.0025851,23.6516251,41.4833599997886
645,23737298,362,117.0025851,23.6516251,55533,116.9959354,23.6516131,678.429904180436
741,23856936,2366,110.0810777,20.80233,2923,110.0814338,20.8067202,489.442255959504
742,23856936,2923,110.0814338,20.8067202,86810,110.0784439,20.8311847,2825.34928430616
743,23856936,86810,110.0784439,20.8311847,50433,110.0731267,20.8390975,1046.22081559165
744,23856936,50433,110.0731267,20.8390975,25905,110.0711915,20.850251,1251.23429952461
745,23856936,25905,110.0711915,20.850251,9353,110.0675359,20.8636363,1530.06027444516
746,23856936,9353,110.0675359,20.8636363,54720,110.0621429,20.875282,1416.44190628015
778,23989960,98094,113.9510841,22.2907633,45903,113.9481355,22.2892219,351.144607100353
779,23993375,32834,114.213273,22.37605,5390,114.204724,22.341842,3948.92334866655
780,23993534,82696,114.2115879,22.3774163,74351,114.2105652,22.3786522,173.282109256518
906,24208344,77425,114.2270488,22.3117959,22627,114.2258167,22.3124847,148.244138234319
937,24209281,40997,114.2151436,22.4023114,94697,114.2202086,22.4053505,626.65136625631
941,24210270,75258,114.2126675,22.3166886,438,114.2043462,22.3237329,1263.74161106708
1074,24285413,39432,114.2174516,22.4065059,72072,114.2211841,22.4064299,441.52146856766
1075,24285419,95931,114.2222623,22.4070998,4790,114.2218921,22.4066201,65.3810786758727
1076,24285425,43262,114.2163639,22.4072382,41702,114.2124284,22.4106244,553.637124363556
1077,24285432,60704,114.2127522,22.4117571,53406,114.2132764,22.4100593,199.030448604816
1103,24555773,38336,114.0496613,22.6923058,41354,114.0492783,22.6899652,262.168339222461
1104,24555773,41354,114.0492783,22.6899652,13612,114.0487375,22.6859582,447.200017719373
1105,24555780,76086,114.0484969,22.6828984,93989,114.04842,22.6813888,167.359155267472
1106,24555851,74969,114.0641785,22.6773816,61609,114.0634832,22.6778568,88.739078713111
1107,24555882,70236,114.0503597,22.6814918,10575,114.0510807,22.6824896,134.798645138121
1108,24555899,10575,114.0510807,22.6824896,57323,114.0511923,22.6833053,91.4035129647038
1109,24555901,57323,114.0511923,22.6833053,19804,114.044501,22.6837877,901.234467785899
1110,24556223,14200,114.0296488,22.6835666,31392,114.0301458,22.6823226,148.643894095927
1111,24555907,41354,114.0492783,22.6899652,7020,114.0467033,22.6851425,616.995453945641
1112,24555907,7020,114.0467033,22.6851425,93670,114.0435139,22.6838768,367.565296873391
1113,24555931,73358,114.0460339,22.6840259,68484,114.0459566,22.6831944,93.2138815876437
1114,24556242,89351,114.030178,22.6824216,15156,114.0297604,22.683527,130.999871482703
1115,24555942,68484,114.0459566,22.6831944,97812,114.0534595,22.6824909,971.541332714656
1116,24555942,97812,114.0534595,22.6824909,63992,114.058148,22.6811644,504.490633163548
1117,24555947,7020,114.0467033,22.6851425,73358,114.0460339,22.6840259,142.58214002271
1118,24555951,37402,114.0437714,22.6836887,45339,114.0463943,22.6818006,351.935013187716
1119,24555951,45339,114.0463943,22.6818006,63340,114.0508146,22.6824659,563.443758268647
1120,24555961,45339,114.0463943,22.6818006,53561,114.0481539,22.6784983,412.430420502032
1121,24555984,66869,114.0567019,22.6818726,62774,114.0507545,22.6848495,712.10957267549
1122,24555984,62774,114.0507545,22.6848495,62337,114.0493469,22.6885635,451.798412008125
1123,24555987,63340,114.0508146,22.6824659,81378,114.0507889,22.6833845,103.44852355243
1125,24555989,81378,114.0507889,22.6833845,9055,114.049098,22.685388,288.315180343914
1126,24556003,80862,114.0479479,22.6817056,34043,114.048068,22.6813572,40.5075509642253
1127,24556030,79309,114.0462227,22.6840259,36614,114.046257,22.683329,77.9634127402258
1128,24556034,36614,114.046257,22.683329,80862,114.0479479,22.6817056,255.877805554702
1129,24556045,62774,114.0507545,22.6848495,79309,114.0462227,22.6840259,581.436263704759
1130,24556055,9055,114.049098,22.685388,50033,114.0490808,22.6860215,70.3035549259277
1131,24556056,50033,114.0490808,22.6860215,62337,114.0493469,22.6885635,282.832312177448
1132,24556091,58525,114.0343781,22.6839863,59990,114.0334339,22.6839626,97.0611508922439
1133,24556216,84875,114.030296,22.6839758,4321,114.0295715,22.6843348,512.528138292747
1134,24556222,4321,114.0295715,22.6843348,14200,114.0296488,22.6835666,85.4402169619811
1135,24715885,75561,114.1508653,22.3762299,80329,114.1498244,22.3761102,108.016159394768
1136,24556223,31392,114.0301458,22.6823226,31031,114.0308002,22.6816495,100.585092677484
1137,24556224,82233,114.0296745,22.6842952,1396,114.0249745,22.6846192,616.863568841175
1138,24556225,15156,114.0297604,22.683527,82233,114.0296745,22.6842952,85.5269032891081
1139,24556226,17975,114.0250925,22.6844608,31392,114.0301458,22.6823226,583.312859218029
1140,24556242,172,114.0308432,22.6817188,89351,114.030178,22.6824216,103.658248938773
1141,24556363,13544,114.0681125,22.5343505,29474,114.0660923,22.5319197,351.126049819478
1142,24561417,66882,114.0700719,22.5263085,83547,114.0670004,22.5267695,343.084228883793
1143,24561555,76387,114.0957348,22.3449422,14513,114.110789,22.3484111,1638.05583232666
1146,24617126,50637,113.3094832,23.142987,21178,113.3093975,23.1440526,118.336890755364
1163,24715695,589,114.2123285,22.4124571,94307,114.2126611,22.4138989,163.294722069959
1164,24715890,16375,114.1656316,22.3803768,75561,114.1508653,22.3762299,1589.03789566486
1228,25157049,67742,114.2008083,22.3240183,40628,114.1906316,22.3212048,1245.37736729552
1229,25157105,29146,114.1431947,22.336548,91741,114.1439136,22.336526,74.0987873054652
1232,25158761,97825,114.1248027,22.3470439,25245,114.125142,22.3492917,252.165911263606
1233,25158811,27029,114.1251682,22.3539509,36025,114.1258681,22.3505037,429.091767322207
1234,25158879,67876,114.1075915,22.3754673,32792,114.1065308,22.3753601,110.271646379166
1235,25159064,8490,114.077782,22.3676438,91333,114.0756116,22.3696586,325.532235947154
1236,25159081,69606,114.0697582,22.3739251,73297,114.0712613,22.3730756,181.144446923163
1237,25159171,63156,113.9773027,22.3923094,63324,113.9770632,22.3931839,99.9324816512432
1240,25159299,4183,113.9797405,22.4126898,695,113.9800281,22.4136192,107.11431086523
1244,25159375,97447,114.0134554,22.3640673,96478,114.0142319,22.3639295,187.60121799386
1325,25409666,32395,113.9022312,22.5902263,58693,113.8986059,22.5956636,731.849129155446
1326,25421068,30802,113.935992,22.5653246,73717,113.9334134,22.5654516,265.589361748928
1328,25409682,78272,113.9209942,22.5738756,65084,113.9144005,22.5771824,1009.87922271818
1329,25420644,69220,114.333759,23.0901554,75545,114.3285416,23.0621647,3197.66154832236
1330,25420662,29039,114.3326371,23.0949167,17977,114.333571,23.0918354,355.405344527299
1331,25420662,17977,114.333571,23.0918354,45916,114.3336413,23.091365,52.5901249484055
1332,25420665,15059,114.3338527,23.0901584,4884,114.3337435,23.091359,133.43065679672
1333,25420958,19668,114.471023,23.297425,20285,114.4730535,23.2957432,280.350963540043
1343,25421048,75611,114.0137846,22.5357281,46371,114.0129503,22.5363274,109.686832214866
1344,25421048,46371,114.0129503,22.5363274,40143,114.012783,22.5365325,28.4961882991775
1350,25421068,73717,113.9334134,22.5654516,10696,113.9319071,22.5660565,170.573114259859
1351,25421068,10696,113.9319071,22.5660565,90817,113.9308918,22.5660129,118.574457802094
1352,25421068,90817,113.9308918,22.5660129,90951,113.9273881,22.5663557,379.346732583301
1353,25421068,90951,113.9273881,22.5663557,42316,113.9269981,22.5667053,57.4747371917861
1354,25421068,42316,113.9269981,22.5667053,87332,113.9285808,22.5669792,199.45598497625
1355,25421075,5303,113.9109868,22.552751,13478,113.9074295,22.5526932,439.433801012013
1356,25421075,13478,113.9074295,22.5526932,92488,113.9071871,22.5530202,44.1643303474291
1357,25421075,92488,113.9071871,22.5530202,4589,113.907295,22.554385,152.21712686045
1358,25421075,4589,113.907295,22.554385,15357,113.906578,22.5553625,133.996599405567
1359,25421965,58927,114.0575744,22.5784387,39638,114.060413,22.5766624,369.821814259666
1360,25421969,78936,114.0622731,22.5675024,10881,114.06162,22.5679803,259.901469222911
1361,25421972,51067,114.0596129,22.5668608,93952,114.0620742,22.5667984,274.143007847025
1362,25421996,59905,114.0402463,22.5630516,27843,114.0396321,22.5632922,238.420384706271
1363,25422054,4500,114.1633155,22.6574468,96914,114.1671447,22.6553791,471.099692770335
1364,25422054,96914,114.1671447,22.6553791,18611,114.1669951,22.6537695,185.716877422557
1365,25422255,87494,114.0675432,22.5715179,9788,114.0638016,22.5775945,836.647273400173
1366,25422255,9788,114.0638016,22.5775945,13231,114.061401,22.5780843,253.265807703551
1367,25422877,95916,113.871777,22.5875277,76487,113.8707444,22.5875131,119.17647646516
1368,25423077,59183,114.1050883,22.5376133,57374,114.0975012,22.5381892,797.262983146089
1369,25423077,57374,114.0975012,22.5381892,84602,114.0937573,22.5381465,385.167800904566
1370,25423077,84602,114.0937573,22.5381465,77417,114.0883721,22.5376224,560.145155164773
1371,25423077,77417,114.0883721,22.5376224,49987,114.0837623,22.5374481,474.864458823032
1372,25423077,49987,114.0837623,22.5374481,38931,114.0803352,22.5367116,368.35949066268
1373,25423077,38931,114.0803352,22.5367116,65423,114.0793523,22.5357537,147.311259768838
1374,25423077,65423,114.0793523,22.5357537,13475,114.0756687,22.5319133,614.824160419414
1375,25423077,13475,114.0756687,22.5319133,73005,114.0715057,22.5318571,428.353512648736
1376,25423077,73005,114.0715057,22.5318571,78762,114.0654037,22.5317911,627.771737082239
1377,25423077,78762,114.0654037,22.5317911,51297,114.0501283,22.5315485,1571.69913474492
1378,25423077,51297,114.0501283,22.5315485,13124,114.0408452,22.5310619,957.502353700298
1379,25423077,13124,114.0408452,22.5310619,42685,114.0321877,22.5302326,895.795900653854
1380,25423077,42685,114.0321877,22.5302326,60765,114.0289144,22.53056,339.362891240135
1381,25423077,60765,114.0289144,22.53056,6013,114.0275838,22.5309047,142.106053138561
1382,25423077,6013,114.0275838,22.5309047,56463,114.0208761,22.532184,706.979337544188
1383,25423077,56463,114.0208761,22.532184,52611,114.0169901,22.5314878,407.977679598937
1384,25423077,52611,114.0169901,22.5314878,97911,114.0164773,22.5313669,54.4256408292673
1385,25423077,97911,114.0164773,22.5313669,60161,114.0141033,22.5308073,251.960423394741
1386,25423077,60161,114.0141033,22.5308073,61401,114.0094496,22.529803,491.697333888977
1387,25435876,27725,114.0401827,22.5621178,49121,114.0409915,22.5616837,96.9537470838656
1388,25423324,61983,114.0673676,22.5319287,16000,114.0681475,22.5324721,239.451350059607
1389,25435017,27077,113.9265213,22.5429349,39862,113.9262846,22.543962,177.897095247482
1390,25435019,81033,113.9240208,22.5271826,19397,113.9255393,22.5253386,364.435585774761
1413,25435186,13150,114.0447595,22.542308,16565,114.0444621,22.5414969,248.834661832595
1414,25435194,35613,114.0443381,22.5414892,72609,114.0439909,22.5422931,252.416392979842
1415,25435876,88948,114.0377545,22.5629341,27725,114.0401827,22.5621178,266.278794984976
1417,25436068,20227,113.8523139,22.6187751,69935,113.850337,22.6184171,297.506521267474
1418,25436150,75515,113.9068357,22.5529807,54478,113.9070007,22.5526782,37.5520683473491
1419,25436150,54478,113.9070007,22.5526782,23164,113.9079936,22.550199,309.475731380645
1477,25447653,34487,113.928915,22.5676582,64733,113.9287441,22.5671814,56.8962183170856
1478,25447660,29150,113.8332102,22.6493634,55913,113.8319733,22.6506684,248.312277784941
1479,25447665,94834,114.0582227,22.5163255,34079,114.0392056,22.5146707,2044.50738152389
1480,25447670,28557,113.8474756,22.7302088,75795,113.8472682,22.7324769,252.451082955277
1548,25448263,71469,113.857291,22.6087493,71075,113.8567358,22.6094219,93.841160271578
1549,25448263,71075,113.8567358,22.6094219,92915,113.8549203,22.612704,409.194861625594
1550,25448263,92915,113.8549203,22.612704,71760,113.8548484,22.6128645,19.2495231360531
1551,25448263,71760,113.8548484,22.6128645,66204,113.8544492,22.6136786,99.0552463428443
1552,25448263,66204,113.8544492,22.6136786,72858,113.8541381,22.6143247,78.372021534813
1553,25448263,72858,113.8541381,22.6143247,82229,113.8538622,22.6149572,75.5679738929889
1554,25448263,82229,113.8538622,22.6149572,1128,113.8524217,22.6176696,335.589374722633
1555,25448263,1128,113.8524217,22.6176696,64465,113.8521741,22.6180336,47.6737629452888
1556,25448266,71189,113.8521242,22.6176272,64465,113.8521741,22.6180336,45.3838560375238
1557,25448266,64465,113.8521741,22.6180336,91896,113.8524923,22.6185055,63.5797662719157
1571,25449046,52201,113.9139354,22.5439011,1274,113.9128748,22.5444164,123.119611813164
1572,25449046,1274,113.9128748,22.5444164,85026,113.9109255,22.5460688,275.596099381058
1573,25449046,85026,113.9109255,22.5460688,5589,113.9108544,22.5461833,14.637490629887
1574,25449046,5589,113.9108544,22.5461833,43335,113.9101296,22.5474506,159.032177467632
1575,25449046,43335,113.9101296,22.5474506,41987,113.9098011,22.5480907,78.5250422306139
1576,25449046,41987,113.9098011,22.5480907,78926,113.9097039,22.5482801,23.2348499092581
1577,25449046,78926,113.9097039,22.5482801,49631,113.9095573,22.5485656,35.0276201389455
1578,25449046,49631,113.9095573,22.5485656,79527,113.908285,22.5510584,305.498800623598
1579,25449046,79527,113.908285,22.5510584,88897,113.9072262,22.552808,222.372840083854
1580,25449046,88897,113.9072262,22.552808,92488,113.9071871,22.5530202,23.8402311636097
1581,25449095,82785,113.8746747,22.5897111,71219,113.8714618,22.5891726,353.334930724799
1590,25449165,21433,113.8546873,22.6128401,66204,113.8544492,22.6136786,96.0269816172049
1596,25465031,23015,113.8288655,22.6500517,24873,113.8305829,22.6500193,177.361827375755
1598,25465039,25263,113.8264764,22.6498977,76873,113.8269197,22.6497192,360.665813808817
1599,25465041,43561,113.8891361,22.6587518,30140,113.8922549,22.6586105,321.610118639699
1600,25465074,69192,114.0201625,22.5387775,3350,114.0206443,22.5387576,49.6105543105132
1617,25465116,4052,114.1305988,22.5446378,80454,114.1322217,22.545467,190.52371237108
1618,25465116,80454,114.1322217,22.545467,24775,114.1333462,22.5460481,132.364924618684
1619,25465116,24775,114.1333462,22.5460481,54111,114.1362959,22.54964,504.527988410165
1620,25465124,30140,113.8922549,22.6586105,14894,113.8968207,22.6561317,548.861955087639
1621,25465124,14894,113.8968207,22.6561317,95726,113.8993204,22.6545958,309.148878041836
1622,25465132,70951,113.8423159,22.6356139,74239,113.8453883,22.6317808,529.09624371825
1679,25481803,201,113.8946399,22.59384,76696,113.895136,22.5940161,54.6126766653544
1680,25481803,76696,113.895136,22.5940161,94688,113.900888,22.5914141,719.519999546525
1681,25481829,60866,113.928959,22.5647859,62386,113.9287517,22.564469,41.5253724457163
1682,25481854,48793,113.9290845,22.5664388,77466,113.9292804,22.5667877,44.4629335603857
1683,25481858,90951,113.9273881,22.5663557,63067,113.9254361,22.5672182,222.556575968237
1690,25481929,3260,114.0674636,22.5683499,3898,114.0675035,22.5672004,127.359471827593
1691,25481929,3898,114.0675035,22.5672004,49010,114.0675078,22.566821,42.0163255383231
1692,25481929,49010,114.0675078,22.566821,34795,114.0675542,22.5644135,266.644401232463
1693,25481929,34795,114.0675542,22.5644135,93370,114.0675842,22.5627738,181.603403290291
1694,25481929,93370,114.0675842,22.5627738,51364,114.0676171,22.5607402,225.222075200953
1695,25481929,51364,114.0676171,22.5607402,15097,114.0676463,22.5589,203.802019444554
1696,25481929,15097,114.0676463,22.5589,85053,114.0676583,22.5581431,83.8265922357631
1697,25481929,85053,114.0676583,22.5581431,94174,114.0676589,22.5579893,17.0315976246738
1698,25481929,94174,114.0676589,22.5579893,11362,114.0676736,22.5574324,61.6884534330036
1699,25481929,11362,114.0676736,22.5574324,35169,114.0677361,22.5550647,262.272810667722
1700,25481929,35169,114.0677361,22.5550647,38426,114.0677563,22.5541778,98.2358549452489
1701,25481929,38426,114.0677563,22.5541778,78732,114.0678014,22.5518837,254.085958969277
1702,25481929,78732,114.0678014,22.5518837,9591,114.0678172,22.5510808,88.9262218686314
1703,25481929,9591,114.0678172,22.5510808,37264,114.0678187,22.5509518,14.2860070721745
1704,25481929,37264,114.0678187,22.5509518,5020,114.0678241,22.5503754,63.8316714846863
1705,25481929,5020,114.0678241,22.5503754,54205,114.0678492,22.5476759,298.94771768936
1706,25481929,54205,114.0678492,22.5476759,69054,114.0678526,22.547561,12.7285712214814
1707,25481929,69054,114.0678526,22.547561,93034,114.0678818,22.5457109,204.897874811255
1708,25481929,93034,114.0678818,22.5457109,12627,114.0676784,22.5442844,161.625803600902
1709,25481929,12627,114.0676784,22.5442844,75684,114.0674838,22.5436846,69.4318477540516
1710,25481953,93312,114.0687341,22.5414465,52799,114.070056,22.5427288,202.147948991312
1720,25482051,24377,113.928874,22.5579807,51935,113.9261621,22.5555368,408.268091325101
1721,25482051,51935,113.9261621,22.5555368,3343,113.9245193,22.5556178,169.208262146235
1722,25482051,3343,113.9245193,22.5556178,97102,113.9225111,22.5555794,206.597337283651
1723,25482129,37882,113.9327092,22.5554157,66481,113.93111,22.5554367,164.502485347529
1724,25482129,66481,113.93111,22.5554367,87014,113.9290251,22.5579889,383.127003969412
1733,25482213,84162,114.0454287,22.5425456,97404,114.0453684,22.542578,7.16568637684338
1795,25482445,83277,113.8295017,22.6561541,46850,113.8285186,22.6613738,587.200669808613
1816,25487714,14876,113.917737,22.5733661,36146,113.9183252,22.5730226,72.8276660377455
1817,25487714,36146,113.9183252,22.5730226,47839,113.921714,22.5701734,482.612132931997
1818,25487714,47839,113.921714,22.5701734,14569,113.9217317,22.5689905,132.810866014962
1821,25506711,75141,114.0496383,22.513249,52848,114.0542739,22.5143526,497.810091993762
1822,25506731,38746,114.0583355,22.5161949,9140,114.0593655,22.5169402,134.320377671108
1823,25506731,9140,114.0593655,22.5169402,6711,114.0619257,22.519088,355.048993101494
1826,25506903,61123,113.8503636,22.6195778,12795,113.8504653,22.6189749,69.5668379211857
1829,25507098,31488,113.8295568,22.7127846,91077,113.8283208,22.7076091,587.906611386329
1830,25507098,91077,113.8283208,22.7076091,21517,113.8272252,22.7010365,737.32885815869
1831,25507098,21517,113.8272252,22.7010365,69462,113.828045,22.6935868,830.25779865622
1832,25507098,69462,113.828045,22.6935868,86086,113.8256824,22.6869438,783.55355665519
1833,25507098,86086,113.8256824,22.6869438,12628,113.8235257,22.6811712,683.08346079987
1834,25507098,12628,113.8235257,22.6811712,80129,113.8235284,22.6790233,237.857692356166
1835,25507149,26856,113.8262879,22.6498002,14356,113.8271679,22.648899,134.688826629801
1836,25507188,51686,113.8403171,22.737479,24359,113.8403868,22.7364165,244.664752333047
1837,25507189,60245,113.8236786,22.6790076,3726,113.8236826,22.6803231,145.678466532665
1838,25507189,3726,113.8236826,22.6803231,37901,113.8259801,22.6871729,805.845138863074
1839,25507189,37901,113.8259801,22.6871729,47957,113.8282111,22.6928768,676.7278801411
1840,25507189,47957,113.8282111,22.6928768,22915,113.8275322,22.6984435,621.147194727973
1841,25507189,22915,113.8275322,22.6984435,62194,113.8273805,22.7009434,277.617608152578
1842,25507189,62194,113.8273805,22.7009434,59920,113.8283872,22.7070219,681.946798053151
1843,25507189,59920,113.8283872,22.7070219,7270,113.8297253,22.7127733,652.392602001447
1920,25508277,76341,114.0444188,22.5433531,28791,114.0448021,22.542531,245.031508991996
1925,25508410,26028,114.0439783,22.5425117,32466,114.0443081,22.5433285,252.345459186773
1948,25516374,30765,114.0485573,22.6765897,70236,114.0503597,22.6814918,603.855481817953
1949,25516495,62477,113.9261707,22.596041,92404,113.9254592,22.591587,498.62523073559
1953,25529113,75385,113.952901,22.5236158,38370,113.9509238,22.5241596,212.22700990499
1954,25529141,10021,114.0100842,22.5300802,95904,114.0095263,22.530003,58.0266163362413
1955,25529141,95904,114.0095263,22.530003,56236,114.0051737,22.5301093,449.551081148043
1956,25529141,56236,114.0051737,22.5301093,24957,114.0036515,22.5303253,158.413054610648
1957,25529141,24957,114.0036515,22.5303253,5486,114.0034059,22.5303577,25.5192835314774
1958,25529141,5486,114.0034059,22.5303577,972,113.9965104,22.5292117,729.651698596231
1959,25529141,972,113.9965104,22.5292117,17391,113.99527,22.5285478,147.338401695752
1960,25529141,17391,113.99527,22.5285478,14463,113.9927875,22.5270522,304.389837839348
1961,25529141,14463,113.9927875,22.5270522,24210,113.9916688,22.5263787,137.141001752953
1962,25529141,24210,113.9916688,22.5263787,30268,113.9893607,22.525208,270.780840596103
1963,25529141,30268,113.9893607,22.525208,70224,113.988304,22.5248181,116.983935117803
1964,25529141,70224,113.988304,22.5248181,64837,113.9858379,22.5240662,267.098280640426
1965,25529141,64837,113.9858379,22.5240662,38551,113.9820881,22.5233893,393.362308318628
1966,25529141,38551,113.9820881,22.5233893,90361,113.9795324,22.523292,263.297898919971
1967,25529141,90361,113.9795324,22.523292,95469,113.9787382,22.5232797,81.7178689957366
1969,25529163,40616,113.9525679,22.5561944,90692,113.9540536,22.5562538,152.952609851014
1977,25529187,18170,113.954026,22.556586,74862,113.9525686,22.556537,149.998129485697
1978,25529188,74862,113.9525686,22.556537,59705,113.951425,22.55664,119.208321730256
1979,25529188,59705,113.951425,22.55664,21108,113.9527495,22.5566775,238.176747437693
1980,25529228,8666,113.9530114,22.5567877,40103,113.9541325,22.5572179,136.734687291359
1981,25529331,48522,113.954045,22.5453179,43209,113.9528509,22.5438782,227.277214793208
1982,25529331,43209,113.9528509,22.5438782,92924,113.9525819,22.5435644,50.1408290404237
1983,25529331,92924,113.9525819,22.5435644,23717,113.9512825,22.5434546,134.213436657745
1984,25529347,30410,113.9574703,22.5432803,8907,113.9586512,22.5433187,121.546734796862
1985,25529347,8907,113.9586512,22.5433187,91731,113.9596024,22.5431975,98.8339982456143
1986,25529347,91731,113.9596024,22.5431975,36486,113.9597772,22.54316,18.4539792837339
1987,25529347,36486,113.9597772,22.54316,36386,113.9601284,22.5430738,37.365795953729
1988,25529347,36386,113.9601284,22.5430738,20551,113.9614381,22.5426976,141.074844900438
1989,25529347,20551,113.9614381,22.5426976,84359,113.963515,22.5419172,230.457118764709
1990,25529347,84359,113.963515,22.5419172,65468,113.9658613,22.5410324,260.483573451753
1991,25529347,65468,113.9658613,22.5410324,82316,113.9677018,22.5403383,204.332864843414
1992,25529347,82316,113.9677018,22.5403383,72069,113.9684511,22.5400635,82.8675108588804
1993,25529347,72069,113.9684511,22.5400635,43201,113.9712214,22.5390602,305.864994331326
1994,25529347,43201,113.9712214,22.5390602,9054,113.9724422,22.5385755,136.570337881574
1995,25529347,9054,113.9724422,22.5385755,66603,113.9749275,22.5374304,285.423924434808
1996,25529347,66603,113.9749275,22.5374304,19698,113.9770919,22.5365018,245.366452699436
1997,25529347,19698,113.9770919,22.5365018,24439,113.9871198,22.536144,1034.15054640461
1998,25529347,24439,113.9871198,22.536144,24965,113.9888487,22.5359144,180.686605731252
1999,25529347,24965,113.9888487,22.5359144,40981,113.9922316,22.5350019,362.435002030062
2000,25529353,67066,113.9521568,22.5432083,97634,113.9538641,22.5432293,175.63553825074
2001,25529353,97634,113.9538641,22.5432293,30410,113.9574703,22.5432803,370.991969102414
2010,25529431,90627,113.9287503,22.542542,31264,113.929305,22.542443,58.1027449630994
2011,25529436,29749,113.9302012,22.542477,2217,113.930366,22.542366,20.9395541002999
2025,25529599,8405,114.0238543,22.5379569,9375,114.02446,22.5393975,185.210953354788
2039,25530042,76538,114.0826453,22.5375238,4165,114.0818517,22.539128,228.618149990664
2040,25530042,4165,114.0818517,22.539128,78834,114.0817847,22.5393988,30.7695640128915
2070,25543392,96515,113.9405659,22.5446261,16346,113.939253,22.543085,259.075909583238
2080,25565411,62405,114.0616443,22.5314502,34528,114.063013,22.529692,303.802419436908
2081,25565479,39372,114.043197,22.5422712,94961,114.043489,22.5421708,32.0282269307265
2132,25565619,4154,113.9707798,22.5568862,6652,113.9712066,22.5565235,59.4999885076672
2178,25583989,25489,113.90549,22.549368,66282,113.9046115,22.5479383,182.358010904343
2179,25583989,66282,113.9046115,22.5479383,42402,113.9044567,22.547617,38.9804628666008
2180,25583989,42402,113.9044567,22.547617,89618,113.90395,22.5468666,98.9340529357901
2186,25584034,87785,114.068173,22.5310609,79071,114.0674817,22.5314641,243.748505886768
2188,25584036,60347,114.0682511,22.5324241,8851,114.0690262,22.5319557,245.282366129761
2189,25584098,86257,114.0691187,22.5314922,12179,114.0682712,22.5311295,227.682534604404
