enter_RoadId,enter_StationId,exit_RoadId,exit_stationId,enter_lat,enter_lon,exit_lat,exit_lon,enter_time,exit_time
1,37,1,33,22.5373526817,114.0117573738,22.590881,113.89924,Mon Jan 04 17:32:00 EST 2016,Mon Jan 04 17:45:00 EST 2016
1,29,1,34,22.6279945585,113.8518333435,22.590643,113.899411,Mon Jan 04 17:32:00 EST 2016,Mon Jan 04 17:38:00 EST 2016
1,46,1,28,22.7048,113.8446,22.6476604205,113.8329291344,Mon Jan 04 17:32:00 EST 2016,Mon Jan 04 17:36:00 EST 2016
1,42,1,43,22.57018,113.922284,22.569494,113.922985,Mon Jan 04 17:32:00 EST 2016,Mon Jan 04 17:33:00 EST 2016
1,37,1,41,22.5373526817,114.0117573738,22.571788,113.920904,Mon Jan 04 17:32:00 EST 2016,Mon Jan 04 17:43:00 EST 2016
48,5,1,61,22.6590665185,113.9183521271,23.15549,113.39893,Mon Jan 04 17:33:00 EST 2016,Mon Jan 04 18:49:00 EST 2016
1,40,1,29,22.5170962329,114.0595436096,22.6279945585,113.8518333435,Mon Jan 04 17:33:00 EST 2016,Mon Jan 04 17:50:00 EST 2016
1,37,1,27,22.5373526817,114.0117573738,22.6476604205,113.8329291344,Mon Jan 04 17:33:00 EST 2016,Mon Jan 04 17:53:00 EST 2016
48,9,1,27,22.686845113,113.9702153206,22.6476604205,113.8329291344,Mon Jan 04 17:34:00 EST 2016,Mon Jan 04 17:50:00 EST 2016
51,15,1,14,24.7523,113.4541,23.0154620538,113.6782407761,Mon Jan 04 17:34:00 EST 2016,Mon Jan 04 20:17:00 EST 2016
1,10,1,20,23.08033,113.59615,22.8248822268,113.702852726,Mon Jan 04 17:34:00 EST 2016,Mon Jan 04 18:00:00 EST 2016
1,18,1,24,22.9285,113.6815,22.8021,113.78758,Mon Jan 04 17:34:00 EST 2016,Mon Jan 04 17:48:00 EST 2016
1,43,1,41,22.569494,113.922985,22.571788,113.920904,Mon Jan 04 17:34:00 EST 2016,Mon Jan 04 17:36:00 EST 2016
19,3,1,24,23.04727639,114.3816937,22.8021,113.78758,Mon Jan 04 17:34:00 EST 2016,Mon Jan 04 18:29:00 EST 2016
6,5,1,17,22.4197,113.5291,22.92997,113.68343,Mon Jan 04 17:35:00 EST 2016,Mon Jan 04 18:42:00 EST 2016
1,28,1,38,22.6476604205,113.8329291344,22.5308320943,114.0147185326,Mon Jan 04 17:35:00 EST 2016,Mon Jan 04 18:10:00 EST 2016
6,21,1,26,22.7496,113.4821,22.73383,113.84667,Mon Jan 04 17:35:00 EST 2016,Mon Jan 04 18:21:00 EST 2016
1,16,1,28,22.9752063091,113.6992263794,22.6476604205,113.8329291344,Mon Jan 04 17:35:00 EST 2016,Mon Jan 04 18:15:00 EST 2016
17,7,1,60,23.19725,113.72056,23.1443259191,113.398604393,Mon Jan 04 17:35:00 EST 2016,Mon Jan 04 18:26:00 EST 2016
1,19,1,15,22.8277697001,113.6984324455,22.9752063091,113.6992263794,Mon Jan 04 17:35:00 EST 2016,Mon Jan 04 17:49:00 EST 2016
1,52,1,38,22.54734,113.98984,22.5308320943,114.0147185326,Mon Jan 04 17:35:00 EST 2016,Mon Jan 04 17:38:00 EST 2016
1,40,1,35,22.5170962329,114.0595436096,22.564249,113.930897,Mon Jan 04 17:35:00 EST 2016,Mon Jan 04 17:47:00 EST 2016
27,11,1,27,22.6693430762,113.8913154602,22.6476604205,113.8329291344,Mon Jan 04 17:35:00 EST 2016,Mon Jan 04 17:44:00 EST 2016
1,35,1,33,22.564249,113.930897,22.590881,113.89924,Mon Jan 04 17:35:00 EST 2016,Mon Jan 04 17:41:00 EST 2016
16,13,1,10,22.7884,112.5666,23.08033,113.59615,Mon Jan 04 17:35:00 EST 2016,Mon Jan 04 20:04:00 EST 2016
52,17,1,10,23.8532,113.5309,23.08033,113.59615,Mon Jan 04 17:35:00 EST 2016,Mon Jan 04 18:58:00 EST 2016
1,33,1,27,22.590881,113.89924,22.6476604205,113.8329291344,Mon Jan 04 17:35:00 EST 2016,Mon Jan 04 17:45:00 EST 2016
1,33,1,36,22.590881,113.89924,22.56433,113.92952,Mon Jan 04 17:36:00 EST 2016,Mon Jan 04 17:41:00 EST 2016
1,35,1,29,22.564249,113.930897,22.6279945585,113.8518333435,Mon Jan 04 17:36:00 EST 2016,Mon Jan 04 17:45:00 EST 2016
1,10,1,12,23.08033,113.59615,23.0436023367,113.6457753181,Mon Jan 04 17:36:00 EST 2016,Mon Jan 04 17:45:00 EST 2016
1,17,1,13,22.92997,113.68343,23.0154620538,113.6782407761,Mon Jan 04 17:36:00 EST 2016,Mon Jan 04 17:45:00 EST 2016
37,4,1,26,22.7679,113.5767,22.73383,113.84667,Mon Jan 04 17:36:00 EST 2016,Mon Jan 04 18:15:00 EST 2016
1,28,1,34,22.6476604205,113.8329291344,22.590643,113.899411,Mon Jan 04 17:36:00 EST 2016,Mon Jan 04 17:45:00 EST 2016
1,19,1,15,22.8277697001,113.6984324455,22.9752063091,113.6992263794,Mon Jan 04 17:36:00 EST 2016,Mon Jan 04 17:49:00 EST 2016
1,42,1,36,22.57018,113.922284,22.56433,113.92952,Mon Jan 04 17:36:00 EST 2016,Mon Jan 04 17:41:00 EST 2016
1,35,1,27,22.564249,113.930897,22.6476604205,113.8329291344,Mon Jan 04 17:36:00 EST 2016,Mon Jan 04 17:48:00 EST 2016
1,37,1,41,22.5373526817,114.0117573738,22.571788,113.920904,Mon Jan 04 17:37:00 EST 2016,Mon Jan 04 17:49:00 EST 2016
48,10,1,27,22.686845113,113.9702153206,22.6476604205,113.8329291344,Mon Jan 04 17:37:00 EST 2016,Mon Jan 04 17:52:00 EST 2016
63,19,1,61,22.84726771,113.6753775,23.15549,113.39893,Mon Jan 04 17:37:00 EST 2016,Mon Jan 04 18:21:00 EST 2016
90,29,1,24,23.981704,111.944881,22.8021,113.78758,Mon Jan 04 17:37:00 EST 2016,Mon Jan 04 20:52:00 EST 2016
1,23,1,17,22.8065,113.78397,22.92997,113.68343,Mon Jan 04 17:38:00 EST 2016,Mon Jan 04 17:53:00 EST 2016
1,25,1,11,22.73598,113.84722,23.0436023367,113.6457753181,Mon Jan 04 17:38:00 EST 2016,Mon Jan 04 18:12:00 EST 2016
1,37,1,35,22.5373526817,114.0117573738,22.564249,113.930897,Mon Jan 04 17:38:00 EST 2016,Mon Jan 04 17:45:00 EST 2016
17,18,1,60,23.2041,114.3814,23.1443259191,113.398604393,Mon Jan 04 17:38:00 EST 2016,Mon Jan 04 19:24:00 EST 2016
1,36,1,38,22.56433,113.92952,22.5308320943,114.0147185326,Mon Jan 04 17:38:00 EST 2016,Mon Jan 04 17:45:00 EST 2016
1,8,1,16,23.1199760132,113.5650086403,22.9752063091,113.6992263794,Mon Jan 04 17:39:00 EST 2016,Mon Jan 04 17:56:00 EST 2016
1,16,1,20,22.9752063091,113.6992263794,22.8248822268,113.702852726,Mon Jan 04 17:39:00 EST 2016,Mon Jan 04 17:54:00 EST 2016
1,11,1,60,23.0436023367,113.6457753181,23.1443259191,113.398604393,Mon Jan 04 17:39:00 EST 2016,Mon Jan 04 18:16:00 EST 2016
1,52,1,40,22.54734,113.98984,22.5170962329,114.0595436096,Mon Jan 04 17:39:00 EST 2016,Mon Jan 04 17:49:00 EST 2016
1,23,1,19,22.8065,113.78397,22.8277697001,113.6984324455,Mon Jan 04 17:39:00 EST 2016,Mon Jan 04 17:46:00 EST 2016
1,40,1,51,22.5170962329,114.0595436096,22.547881,113.990393,Mon Jan 04 17:39:00 EST 2016,Mon Jan 04 17:45:00 EST 2016
1,60,1,16,23.1443259191,113.398604393,22.9752063091,113.6992263794,Mon Jan 04 17:39:00 EST 2016,Mon Jan 04 18:11:00 EST 2016
1,62,1,14,23.1399,113.3999,23.0154620538,113.6782407761,Mon Jan 04 17:39:00 EST 2016,Mon Jan 04 18:06:00 EST 2016
63,19,1,17,22.84726771,113.6753775,22.92997,113.68343,Mon Jan 04 17:39:00 EST 2016,Mon Jan 04 17:50:00 EST 2016
75,6,1,19,22.820942,113.880311,22.8277697001,113.6984324455,Mon Jan 04 17:39:00 EST 2016,Mon Jan 04 18:02:00 EST 2016
32,2,1,26,23.1665605835,113.2203984261,22.73383,113.84667,Mon Jan 04 17:39:00 EST 2016,Mon Jan 04 19:02:00 EST 2016
1,37,1,25,22.5373526817,114.0117573738,22.73598,113.84722,Mon Jan 04 17:39:00 EST 2016,Mon Jan 04 18:03:00 EST 2016
1,35,1,33,22.564249,113.930897,22.590881,113.89924,Mon Jan 04 17:40:00 EST 2016,Mon Jan 04 17:46:00 EST 2016
1,26,1,36,22.73383,113.84667,22.56433,113.92952,Mon Jan 04 17:40:00 EST 2016,Mon Jan 04 18:01:00 EST 2016
1,42,1,36,22.57018,113.922284,22.56433,113.92952,Mon Jan 04 17:41:00 EST 2016,Mon Jan 04 17:44:00 EST 2016
1,29,1,36,22.6279945585,113.8518333435,22.56433,113.92952,Mon Jan 04 17:41:00 EST 2016,Mon Jan 04 17:50:00 EST 2016
1,28,1,34,22.6476604205,113.8329291344,22.590643,113.899411,Mon Jan 04 17:41:00 EST 2016,Mon Jan 04 17:50:00 EST 2016
1,6,1,8,23.1476209071,113.5249257088,23.1199760132,113.5650086403,Mon Jan 04 17:41:00 EST 2016,Mon Jan 04 17:46:00 EST 2016
63,19,1,13,22.84726771,113.6753775,23.0154620538,113.6782407761,Mon Jan 04 17:41:00 EST 2016,Mon Jan 04 17:59:00 EST 2016
1,18,1,20,22.9285,113.6815,22.8248822268,113.702852726,Mon Jan 04 17:41:00 EST 2016,Mon Jan 04 17:54:00 EST 2016
1,29,1,38,22.6279945585,113.8518333435,22.5308320943,114.0147185326,Mon Jan 04 17:42:00 EST 2016,Mon Jan 04 17:59:00 EST 2016
32,2,1,8,23.1665605835,113.2203984261,23.1199760132,113.5650086403,Mon Jan 04 17:42:00 EST 2016,Mon Jan 04 18:26:00 EST 2016
1,33,1,29,22.590881,113.89924,22.6279945585,113.8518333435,Mon Jan 04 17:42:00 EST 2016,Mon Jan 04 17:48:00 EST 2016
1,14,1,16,23.0154620538,113.6782407761,22.9752063091,113.6992263794,Mon Jan 04 17:42:00 EST 2016,Mon Jan 04 17:49:00 EST 2016
48,10,1,27,22.686845113,113.9702153206,22.6476604205,113.8329291344,Mon Jan 04 17:42:00 EST 2016,Mon Jan 04 17:59:00 EST 2016
1,9,1,7,23.08033,113.59615,23.1199760132,113.5650086403,Mon Jan 04 17:42:00 EST 2016,Mon Jan 04 17:48:00 EST 2016
1,37,1,51,22.5373526817,114.0117573738,22.547881,113.990393,Mon Jan 04 17:42:00 EST 2016,Mon Jan 04 17:45:00 EST 2016
40,11,1,24,22.7142420034,113.514175415,22.8021,113.78758,Mon Jan 04 17:42:00 EST 2016,Mon Jan 04 18:33:00 EST 2016
1,33,1,36,22.590881,113.89924,22.56433,113.92952,Mon Jan 04 17:42:00 EST 2016,Mon Jan 04 17:51:00 EST 2016
1,35,1,41,22.564249,113.930897,22.571788,113.920904,Mon Jan 04 17:42:00 EST 2016,Mon Jan 04 17:46:00 EST 2016
1,18,1,26,22.9285,113.6815,22.73383,113.84667,Mon Jan 04 17:43:00 EST 2016,Mon Jan 04 18:16:00 EST 2016
32,5,1,16,23.1622599337,113.2722616196,22.9752063091,113.6992263794,Mon Jan 04 17:43:00 EST 2016,Mon Jan 04 18:39:00 EST 2016
1,24,1,30,22.8021,113.78758,22.6279945585,113.8518333435,Mon Jan 04 17:43:00 EST 2016,Mon Jan 04 18:04:00 EST 2016
1,19,1,15,22.8277697001,113.6984324455,22.9752063091,113.6992263794,Mon Jan 04 17:43:00 EST 2016,Mon Jan 04 17:57:00 EST 2016
1,35,1,41,22.564249,113.930897,22.571788,113.920904,Mon Jan 04 17:43:00 EST 2016,Mon Jan 04 17:47:00 EST 2016
1,19,1,17,22.8277697001,113.6984324455,22.92997,113.68343,Mon Jan 04 17:43:00 EST 2016,Mon Jan 04 17:53:00 EST 2016
1,14,1,20,23.0154620538,113.6782407761,22.8248822268,113.702852726,Mon Jan 04 17:43:00 EST 2016,Mon Jan 04 18:00:00 EST 2016
1,29,1,36,22.6279945585,113.8518333435,22.56433,113.92952,Mon Jan 04 17:43:00 EST 2016,Mon Jan 04 17:53:00 EST 2016
1,9,1,5,23.08033,113.59615,23.1474433349,113.516600132,Mon Jan 04 17:43:00 EST 2016,Mon Jan 04 17:56:00 EST 2016
1,40,1,15,22.5170962329,114.0595436096,22.9752063091,113.6992263794,Mon Jan 04 17:43:00 EST 2016,Mon Jan 04 18:29:00 EST 2016
3,23,1,26,23.55784,113.06223,22.73383,113.84667,Mon Jan 04 17:43:00 EST 2016,Mon Jan 04 19:31:00 EST 2016
1,24,1,28,22.8021,113.78758,22.6476604205,113.8329291344,Mon Jan 04 17:44:00 EST 2016,Mon Jan 04 18:00:00 EST 2016
1,40,1,51,22.5170962329,114.0595436096,22.547881,113.990393,Mon Jan 04 17:44:00 EST 2016,Mon Jan 04 17:52:00 EST 2016
32,15,1,12,23.1544868492,113.3739280701,23.0436023367,113.6457753181,Mon Jan 04 17:44:00 EST 2016,Mon Jan 04 18:25:00 EST 2016
1,43,1,27,22.569494,113.922985,22.6476604205,113.8329291344,Mon Jan 04 17:44:00 EST 2016,Mon Jan 04 17:53:00 EST 2016
1,35,1,41,22.564249,113.930897,22.571788,113.920904,Mon Jan 04 17:44:00 EST 2016,Mon Jan 04 17:47:00 EST 2016
1,42,1,38,22.57018,113.922284,22.5308320943,114.0147185326,Mon Jan 04 17:44:00 EST 2016,Mon Jan 04 17:52:00 EST 2016
48,7,1,27,22.6789655132,113.9478349686,22.6476604205,113.8329291344,Mon Jan 04 17:44:00 EST 2016,Mon Jan 04 17:59:00 EST 2016
1,29,1,19,22.6279945585,113.8518333435,22.8277697001,113.6984324455,Mon Jan 04 17:44:00 EST 2016,Mon Jan 04 18:10:00 EST 2016
1,40,1,51,22.5170962329,114.0595436096,22.547881,113.990393,Mon Jan 04 17:44:00 EST 2016,Mon Jan 04 17:54:00 EST 2016
1,28,1,36,22.6476604205,113.8329291344,22.56433,113.92952,Mon Jan 04 17:44:00 EST 2016,Mon Jan 04 17:56:00 EST 2016
1,52,1,40,22.54734,113.98984,22.5170962329,114.0595436096,Mon Jan 04 17:44:00 EST 2016,Mon Jan 04 17:53:00 EST 2016
70,5,1,23,22.68087108,114.2042068,22.8065,113.78397,Mon Jan 04 17:44:00 EST 2016,Mon Jan 04 18:37:00 EST 2016
1,37,1,51,22.5373526817,114.0117573738,22.547881,113.990393,Mon Jan 04 17:45:00 EST 2016,Mon Jan 04 17:48:00 EST 2016
1,28,1,34,22.6476604205,113.8329291344,22.590643,113.899411,Mon Jan 04 17:45:00 EST 2016,Mon Jan 04 17:54:00 EST 2016
1,40,1,37,22.5170962329,114.0595436096,22.5373526817,114.0117573738,Mon Jan 04 17:45:00 EST 2016,Mon Jan 04 17:49:00 EST 2016
1,16,1,20,22.9752063091,113.6992263794,22.8248822268,113.702852726,Mon Jan 04 17:45:00 EST 2016,Mon Jan 04 18:01:00 EST 2016
32,2,1,6,23.1665605835,113.2203984261,23.1476209071,113.5249257088,Mon Jan 04 17:45:00 EST 2016,Mon Jan 04 18:19:00 EST 2016
1,52,1,40,22.54734,113.98984,22.5170962329,114.0595436096,Mon Jan 04 17:45:00 EST 2016,Mon Jan 04 17:54:00 EST 2016
1,40,1,27,22.5170962329,114.0595436096,22.6476604205,113.8329291344,Mon Jan 04 17:45:00 EST 2016,Mon Jan 04 18:06:00 EST 2016
32,15,1,14,23.1544868492,113.3739280701,23.0154620538,113.6782407761,Mon Jan 04 17:45:00 EST 2016,Mon Jan 04 18:37:00 EST 2016
1,29,1,36,22.6279945585,113.8518333435,22.56433,113.92952,Mon Jan 04 17:45:00 EST 2016,Mon Jan 04 17:55:00 EST 2016
1,26,1,38,22.73383,113.84667,22.5308320943,114.0147185326,Mon Jan 04 17:45:00 EST 2016,Mon Jan 04 18:12:00 EST 2016
1,23,1,19,22.8065,113.78397,22.8277697001,113.6984324455,Mon Jan 04 17:45:00 EST 2016,Mon Jan 04 17:55:00 EST 2016
1,29,1,36,22.6279945585,113.8518333435,22.56433,113.92952,Mon Jan 04 17:46:00 EST 2016,Mon Jan 04 17:56:00 EST 2016
1,37,1,51,22.5373526817,114.0117573738,22.547881,113.990393,Mon Jan 04 17:46:00 EST 2016,Mon Jan 04 17:49:00 EST 2016
37,4,1,15,22.7679,113.5767,22.9752063091,113.6992263794,Mon Jan 04 17:46:00 EST 2016,Mon Jan 04 18:13:00 EST 2016
1,29,1,23,22.6279945585,113.8518333435,22.8065,113.78397,Mon Jan 04 17:46:00 EST 2016,Mon Jan 04 18:01:00 EST 2016
1,40,1,41,22.5170962329,114.0595436096,22.571788,113.920904,Mon Jan 04 17:46:00 EST 2016,Mon Jan 04 18:00:00 EST 2016
48,10,1,27,22.686845113,113.9702153206,22.6476604205,113.8329291344,Mon Jan 04 17:46:00 EST 2016,Mon Jan 04 18:02:00 EST 2016
1,12,1,38,23.0436023367,113.6457753181,22.5308320943,114.0147185326,Mon Jan 04 17:47:00 EST 2016,Mon Jan 04 18:48:00 EST 2016
1,37,1,51,22.5373526817,114.0117573738,22.547881,113.990393,Mon Jan 04 17:47:00 EST 2016,Mon Jan 04 17:51:00 EST 2016
1,28,1,38,22.6476604205,113.8329291344,22.5308320943,114.0147185326,Mon Jan 04 17:47:00 EST 2016,Mon Jan 04 18:04:00 EST 2016
1,37,1,27,22.5373526817,114.0117573738,22.6476604205,113.8329291344,Mon Jan 04 17:47:00 EST 2016,Mon Jan 04 18:05:00 EST 2016
1,28,1,30,22.6476604205,113.8329291344,22.6279945585,113.8518333435,Mon Jan 04 17:47:00 EST 2016,Mon Jan 04 17:52:00 EST 2016
1,60,1,8,23.1443259191,113.398604393,23.1199760132,113.5650086403,Mon Jan 04 17:47:00 EST 2016,Mon Jan 04 18:08:00 EST 2016
1,6,1,8,23.1476209071,113.5249257088,23.1199760132,113.5650086403,Mon Jan 04 17:47:00 EST 2016,Mon Jan 04 17:58:00 EST 2016
1,40,1,51,22.5170962329,114.0595436096,22.547881,113.990393,Mon Jan 04 17:47:00 EST 2016,Mon Jan 04 17:57:00 EST 2016
1,28,1,36,22.6476604205,113.8329291344,22.56433,113.92952,Mon Jan 04 17:47:00 EST 2016,Mon Jan 04 18:00:00 EST 2016
1,26,1,34,22.73383,113.84667,22.590643,113.899411,Mon Jan 04 17:47:00 EST 2016,Mon Jan 04 18:03:00 EST 2016
1,24,1,26,22.8021,113.78758,22.73383,113.84667,Mon Jan 04 17:48:00 EST 2016,Mon Jan 04 17:55:00 EST 2016
1,35,1,41,22.564249,113.930897,22.571788,113.920904,Mon Jan 04 17:48:00 EST 2016,Mon Jan 04 17:51:00 EST 2016
1,16,1,24,22.9752063091,113.6992263794,22.8021,113.78758,Mon Jan 04 17:48:00 EST 2016,Mon Jan 04 18:08:00 EST 2016
1,26,1,36,22.73383,113.84667,22.56433,113.92952,Mon Jan 04 17:48:00 EST 2016,Mon Jan 04 18:10:00 EST 2016
1,40,1,51,22.5170962329,114.0595436096,22.547881,113.990393,Mon Jan 04 17:48:00 EST 2016,Mon Jan 04 17:55:00 EST 2016
1,38,1,40,22.5308320943,114.0147185326,22.5170962329,114.0595436096,Mon Jan 04 17:48:00 EST 2016,Mon Jan 04 17:53:00 EST 2016
1,26,1,36,22.73383,113.84667,22.56433,113.92952,Mon Jan 04 17:49:00 EST 2016,Mon Jan 04 18:08:00 EST 2016
1,23,1,19,22.8065,113.78397,22.8277697001,113.6984324455,Mon Jan 04 17:49:00 EST 2016,Mon Jan 04 17:57:00 EST 2016
1,15,1,60,22.9752063091,113.6992263794,23.1443259191,113.398604393,Mon Jan 04 17:49:00 EST 2016,Mon Jan 04 18:32:00 EST 2016
1,29,1,36,22.6279945585,113.8518333435,22.56433,113.92952,Mon Jan 04 17:49:00 EST 2016,Mon Jan 04 17:58:00 EST 2016
1,40,1,51,22.5170962329,114.0595436096,22.547881,113.990393,Mon Jan 04 17:49:00 EST 2016,Mon Jan 04 17:56:00 EST 2016
17,17,1,60,23.1591,114.1884,23.1443259191,113.398604393,Mon Jan 04 17:50:00 EST 2016,Mon Jan 04 19:17:00 EST 2016
1,35,1,33,22.564249,113.930897,22.590881,113.89924,Mon Jan 04 17:50:00 EST 2016,Mon Jan 04 17:55:00 EST 2016
1,29,1,27,22.6279945585,113.8518333435,22.6476604205,113.8329291344,Mon Jan 04 17:50:00 EST 2016,Mon Jan 04 17:54:00 EST 2016
23,6,1,40,23.15375549,112.9301129,22.5170962329,114.0595436096,Mon Jan 04 17:50:00 EST 2016,Mon Jan 04 19:44:00 EST 2016
1,33,1,36,22.590881,113.89924,22.56433,113.92952,Mon Jan 04 17:50:00 EST 2016,Mon Jan 04 17:56:00 EST 2016
1,10,1,16,23.08033,113.59615,22.9752063091,113.6992263794,Mon Jan 04 17:50:00 EST 2016,Mon Jan 04 18:05:00 EST 2016
1,8,1,10,23.1199760132,113.5650086403,23.08033,113.59615,Mon Jan 04 17:50:00 EST 2016,Mon Jan 04 17:56:00 EST 2016
1,5,1,60,23.1474433349,113.516600132,23.1443259191,113.398604393,Mon Jan 04 17:50:00 EST 2016,Mon Jan 04 18:25:00 EST 2016
28,11,1,38,22.8392003288,113.300242424,22.5308320943,114.0147185326,Mon Jan 04 17:51:00 EST 2016,Mon Jan 04 19:15:00 EST 2016
1,28,1,34,22.6476604205,113.8329291344,22.590643,113.899411,Mon Jan 04 17:51:00 EST 2016,Mon Jan 04 17:59:00 EST 2016
1,36,1,38,22.56433,113.92952,22.5308320943,114.0147185326,Mon Jan 04 17:51:00 EST 2016,Mon Jan 04 17:58:00 EST 2016
1,42,1,38,22.57018,113.922284,22.5308320943,114.0147185326,Mon Jan 04 17:51:00 EST 2016,Mon Jan 04 18:00:00 EST 2016
1,35,1,27,22.564249,113.930897,22.6476604205,113.8329291344,Mon Jan 04 17:51:00 EST 2016,Mon Jan 04 18:01:00 EST 2016
1,33,1,5,22.590881,113.89924,23.1474433349,113.516600132,Mon Jan 04 17:51:00 EST 2016,Mon Jan 04 18:48:00 EST 2016
1,16,1,20,22.9752063091,113.6992263794,22.8248822268,113.702852726,Mon Jan 04 17:51:00 EST 2016,Mon Jan 04 18:06:00 EST 2016
1,28,1,30,22.6476604205,113.8329291344,22.6279945585,113.8518333435,Mon Jan 04 17:51:00 EST 2016,Mon Jan 04 17:54:00 EST 2016
1,29,1,36,22.6279945585,113.8518333435,22.56433,113.92952,Mon Jan 04 17:52:00 EST 2016,Mon Jan 04 18:00:00 EST 2016
30,5,1,12,23.127770832,113.3465909958,23.0436023367,113.6457753181,Mon Jan 04 17:52:00 EST 2016,Mon Jan 04 18:33:00 EST 2016
1,23,1,15,22.8065,113.78397,22.9752063091,113.6992263794,Mon Jan 04 17:52:00 EST 2016,Mon Jan 04 18:10:00 EST 2016
1,8,1,20,23.1199760132,113.5650086403,22.8248822268,113.702852726,Mon Jan 04 17:52:00 EST 2016,Mon Jan 04 18:21:00 EST 2016
1,19,1,13,22.8277697001,113.6984324455,23.0154620538,113.6782407761,Mon Jan 04 17:52:00 EST 2016,Mon Jan 04 18:07:00 EST 2016
1,20,1,24,22.8248822268,113.702852726,22.8021,113.78758,Mon Jan 04 17:52:00 EST 2016,Mon Jan 04 18:00:00 EST 2016
1,62,1,16,23.1399,113.3999,22.9752063091,113.6992263794,Mon Jan 04 17:52:00 EST 2016,Mon Jan 04 18:25:00 EST 2016
1,6,1,26,23.1476209071,113.5249257088,22.73383,113.84667,Mon Jan 04 17:52:00 EST 2016,Mon Jan 04 18:48:00 EST 2016
1,37,1,29,22.5373526817,114.0117573738,22.6279945585,113.8518333435,Mon Jan 04 17:53:00 EST 2016,Mon Jan 04 18:10:00 EST 2016
1,52,1,40,22.54734,113.98984,22.5170962329,114.0595436096,Mon Jan 04 17:53:00 EST 2016,Mon Jan 04 18:01:00 EST 2016
1,19,1,17,22.8277697001,113.6984324455,22.92997,113.68343,Mon Jan 04 17:53:00 EST 2016,Mon Jan 04 18:08:00 EST 2016
3,27,1,20,23.65353224,113.0213961,22.8248822268,113.702852726,Mon Jan 04 17:53:00 EST 2016,Mon Jan 04 19:33:00 EST 2016
1,37,1,51,22.5373526817,114.0117573738,22.547881,113.990393,Mon Jan 04 17:53:00 EST 2016,Mon Jan 04 17:57:00 EST 2016
1,14,1,20,23.0154620538,113.6782407761,22.8248822268,113.702852726,Mon Jan 04 17:53:00 EST 2016,Mon Jan 04 18:09:00 EST 2016
29,5,1,26,23.2943923778,113.3253479004,22.73383,113.84667,Mon Jan 04 17:54:00 EST 2016,Mon Jan 04 19:14:00 EST 2016
48,9,1,27,22.686845113,113.9702153206,22.6476604205,113.8329291344,Mon Jan 04 17:54:00 EST 2016,Mon Jan 04 18:09:00 EST 2016
1,29,1,38,22.6279945585,113.8518333435,22.5308320943,114.0147185326,Mon Jan 04 17:54:00 EST 2016,Mon Jan 04 18:09:00 EST 2016
48,7,1,45,22.6789655132,113.9478349686,22.7107,113.8466,Mon Jan 04 17:54:00 EST 2016,Mon Jan 04 18:12:00 EST 2016
1,33,1,38,22.590881,113.89924,22.5308320943,114.0147185326,Mon Jan 04 17:54:00 EST 2016,Mon Jan 04 18:05:00 EST 2016
1,52,1,40,22.54734,113.98984,22.5170962329,114.0595436096,Mon Jan 04 17:54:00 EST 2016,Mon Jan 04 18:02:00 EST 2016
1,12,1,20,23.0436023367,113.6457753181,22.8248822268,113.702852726,Mon Jan 04 17:54:00 EST 2016,Mon Jan 04 18:14:00 EST 2016
1,35,1,27,22.564249,113.930897,22.6476604205,113.8329291344,Mon Jan 04 17:54:00 EST 2016,Mon Jan 04 18:07:00 EST 2016
1,26,1,40,22.73383,113.84667,22.5170962329,114.0595436096,Mon Jan 04 17:54:00 EST 2016,Mon Jan 04 18:28:00 EST 2016
1,28,1,43,22.6476604205,113.8329291344,22.569494,113.922985,Mon Jan 04 17:55:00 EST 2016,Mon Jan 04 18:06:00 EST 2016
1,52,1,40,22.54734,113.98984,22.5170962329,114.0595436096,Mon Jan 04 17:55:00 EST 2016,Mon Jan 04 18:04:00 EST 2016
1,40,1,23,22.5170962329,114.0595436096,22.8065,113.78397,Mon Jan 04 17:55:00 EST 2016,Mon Jan 04 18:28:00 EST 2016
1,20,1,24,22.8248822268,113.702852726,22.8021,113.78758,Mon Jan 04 17:55:00 EST 2016,Mon Jan 04 18:06:00 EST 2016
1,40,1,35,22.5170962329,114.0595436096,22.564249,113.930897,Mon Jan 04 17:56:00 EST 2016,Mon Jan 04 18:05:00 EST 2016
1,35,1,25,22.564249,113.930897,22.73598,113.84722,Mon Jan 04 17:56:00 EST 2016,Mon Jan 04 18:12:00 EST 2016
49,15,1,60,22.68229,114.21988,23.1443259191,113.398604393,Mon Jan 04 17:56:00 EST 2016,Mon Jan 04 20:14:00 EST 2016
1,37,1,51,22.5373526817,114.0117573738,22.547881,113.990393,Mon Jan 04 17:56:00 EST 2016,Mon Jan 04 17:59:00 EST 2016
32,7,1,6,23.1703876512,113.3418703079,23.1476209071,113.5249257088,Mon Jan 04 17:56:00 EST 2016,Mon Jan 04 18:20:00 EST 2016
1,19,1,17,22.8277697001,113.6984324455,22.92997,113.68343,Mon Jan 04 17:56:00 EST 2016,Mon Jan 04 18:10:00 EST 2016
19,5,1,19,22.97741226,114.3200257,22.8277697001,113.6984324455,Mon Jan 04 17:57:00 EST 2016,Mon Jan 04 18:55:00 EST 2016
32,5,1,16,23.1622599337,113.2722616196,22.9752063091,113.6992263794,Mon Jan 04 17:57:00 EST 2016,Mon Jan 04 18:48:00 EST 2016
